항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월_0,당기 1분기 3개월_1,당기 1분기 3개월_0,당기 1분기 3개월_1
관계기업투자자본변동,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,"160,266,069",
기본및희석주당손익(단위:원),DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00118266,,,,35
기본및희석주당손익-계속영업(단위:원),DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00118266,,,,35
기본및희석주당손익-중단영업(단위:원),DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00118266,,,,0
기타의판매비와관리비,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,,,"6,758,084,521","23,456,526,161"
기타포괄손익-공정가치측정금융자산평가손익,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"-42,283,616"
기타포괄손익-공정가치측정금융자산평가이익,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-310,627",
대손상각비(환입),DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,"-106,676,620","131,314,691"
매도가능금융자산평가손실,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,,,,0
지분법자본변동,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"160,266,069"
해외사업환산손익,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"5,375,044,549"
확정급여부채의재측정요소,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,"-37,157,943","-132,950,973"
후속적으로당기손익으로재분류되지않는항목,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,"-37,468,570","-175,234,589"
후속적으로당기손익으로재분류될수있는항목,DRB동일,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,,,"160,266,069","5,535,310,618"
관리비,DSR제강,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_ExpenseForManagementOfAffairs,,,"778,506,738",
연구개발비,DSR제강,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_OrdinaryDevelopmentExpense,,,"203,044,002",
판매비,DSR제강,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_SalesPromotionExpenses,,,"2,085,729,252",
지분법손실,E1,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"267,750,069"
지분법이익,E1,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"9,947,211,880"
관계기업의기타포괄손익에대한지분,EDGC,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"23,353,677"
관계기업지분법손실,EDGC,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,entity01182550,,,,"-655,656,539"
기타판매비와관리비,EDGC,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,,,"3,422,657,135","4,671,806,600"
대손상각비,EDGC,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,"308,566,218","245,725,576"
이자수익,EDGC,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,,,"88,134,656","119,954,245"
해외사업장외화환산손익,EDGC,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,entity01182550,,,,"17,694,913"
기타포괄손익-공정가치금융자산평가손익,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"873,354","873,354"
당기손익으로재분류되지않는항목,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"873,354"
당기손익재분류되지않는항목,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00261054,,,"873,354",
연결기타포괄손익,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,,,,"873,354"
지배기업소유주지분,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"873,354"
지분법이익잉여금,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax,,,0,
계속사업기본주당손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705,,,,-3
금융비용,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,,,,"126,890,407"
기본주당손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,,,,3
기타비용,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,,"201,506,547"
기타수익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,,"537,749,140"
대손상각비,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,"-119,659,051","-111,620,817"
보험수리적손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,"-59,178,831","-53,628,430"
비지배지분,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"18,200,589"
비지배지분,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"19,922,324"
중단사업기본주당손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705,,,,6
지배기업의소유주지분,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,,"82,515,856"
지배기업의소유주지분,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,,"-109,809,946"
지배지분에대한주당손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705,,,,
해외사업장환산외환차이,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"-136,975,637"
후속기간에당기손익으로재분류되는항목,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"-136,975,637"
후속기간에당기손익으로재분류되지않는항목,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"-53,628,430"
이자수익,GH신소재,코스닥시장상장법인,139,기타 섬유제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,,,"77,416,941","78,389,006"
지분법이익(손실),GH신소재,코스닥시장상장법인,139,기타 섬유제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"318,566,710"
관리비,GRT,코스닥시장상장법인,649,기타 금융업,6,2020-09-30,1분기보고서,CNY,dart_ExpenseForManagementOfAffairs,,,,"23,278,589"
기본주당이익및희석주당이익,GRT,코스닥시장상장법인,649,기타 금융업,6,2020-09-30,1분기보고서,CNY,entity01170962,,,,1
지분법손익,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"2,815,944"
관계회사지분증권손익,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030,,"-1,824,397,463",,
비지배지분,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-11,509,321,199"
비지배지분에귀속되는당기순이익,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,,"3,053,561,102",,
지배기업의소유주에게귀속되는당기순이익,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,"128,458,717,551",,
지배기업의소유주에게귀속되는지분,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"72,175,606,554"
지분법손실,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,"-2,142,420,569",,
지분법이익,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,"318,023,106",,
파생상품평가손실,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,,,"-1,856,359,116","-1,738,091,086"
해외사업환산손실,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,"-7,407,916,705","-22,561,572,969"
관계기업관련손익,GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,,"-587,856,912",,
기타포괄손익-공정가치측정금융자산평가손익,GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,0,
매출채권및기타채권손상차손(환입),GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00140177,,,"-108,021,464","-108,947,302"
비지배지분,GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-5,474,613,771"
지배기업의소유주지분,GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,,"54,861,081,978"
지분법손익,GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,"-1,061,063,337","-3,467,645,529"
지분법자본변동,GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,"19,429,260","19,429,260"
지분법자본조정재분류조정,GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00140177,,,,0
관계기업손익,GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"-3,271,153,272",,
관계기업손익에대한지분,GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"-3,991,901,585",,
관계기업투자주식처분손익,GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,entity00207755,,"720,748,313",,
기타포괄손익-공정가치측정지분상품의공정가치변동,GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,entity00207755,,,,"2,121,925,472"
관계기업및공동기업지분법이익,GV,코스닥시장상장법인,284,전구 및 조명장치 제조업,12,2020-03-31,1분기보고서,KRW,entity00455112,,,,"20,438,622"
관계기업기타포괄손익과관련한법인세,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00164636,,,,"-4,034,830"
관계기업지분법손익,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"29,036,926,905",,
기타매출원가,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherCostOfSales,,"12,565,555,180",,
기타포괄손익관련법인세효과,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00164636,,,"264,537,698","273,232,148"
순확정급여부채의재측정요소관련법인세효과,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00164636,,,"38,694,352","-197,929,080"
관계기업기타포괄손익지분해당액,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"230,109,135"
기타포괄손익-공정가치측정금융자산평가손익,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-5,801,733,079",
대손상각비(환입),HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,"14,819,057","14,819,057"
법인세효과,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,,"1,276,381,277",
법인세효과,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,,"1,276,381,277","1,223,323,770"
법인세효과,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,,,
법인세효과,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,,,"1,223,323,770"
이자수익,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,,,"115,285,798","116,746,024"
